"status","judul","pembuat_koleksi","tipe_koleksi","id","user_created","date_created","user_updated","date_updated","lembaga_penanggungjawab","lokasi_koleksi","keterangan_koleksi","keywords","tanggal_dibuat","tanggal_publikasi","thumbnail.id"
"published","Disertasi Rekonstruksi Palinspastik dan Evolusi Geologi Daerah Tubuh Bokon Timor","M. Koesmono",,"37148449-265C-4BD8-84AA-3DE4DF971D43","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-24T03:33:02.183Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-10T03:33:16.720Z","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Disertasi Rekonstruksi Palinspastik dan Evolusi Geologi Daerah Tubuh Bokon Timor</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Kertas</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : Panjang 28,5 cm dan Lebar 21,5 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Tahun : -</span></p>
<p>&nbsp;</p>","[""rekonstruksi"",""geologi""]",,"2024-04-24","3571A355-8F32-4AAC-818C-4647F3E29604"
"published","Peranan Anggaran Pendapatan dan Belandja dalam Pembangunan Universitas Negeri","Hindersah Wiratmadja",,"B32AAA6C-3BF8-4482-B2EE-3FA353AFD770","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-24T03:13:35.870Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-09T07:15:33.073Z","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Naskah Orasi Ilmiah Berjudul Peranan Anggaran Pendapatan dan Belandja dalam Pembangunan Universitas Negeri (Suatu Introduksi Program dan Performance Budget)</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">&nbsp;Diucapkan Oleh Hindersah Wiratamdja Guru Besar dalam Ekonomi Perusahaan pada Fakultas Ekonomi Universitas Padjadjaran pada Dies Natalis ke-13 Universitas Padjadajran pada tanggal 14 September 1970 di Bandung</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Diterbitkan oleh Jajasan Penerbitan Universitas Padjadjaran</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Kertas</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : Panjang 23,8 cm dan Lebar 15,8 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Tahun 1970</span></p>","[""naskah"",""orasi ilmiah""]","1970-09-24","2024-04-24","4B79228E-D3DB-4D4D-B156-6312A4A0E538"
"published","Foto Lukisan  dan patung kolleksi presiden Sukarno dari Republik Indoensia edisi IV",,"Koleksi Seni","7365C25E-34E7-4486-B7D9-42DE850CB092","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-23T07:06:27.336Z","09B23E6C-1F49-4392-B0C4-090E2051FF57","2024-09-19T06:15:41.470Z",,,"<p><span style=""font-family: 'times new roman', times, serif;"">Foto Lukisan &nbsp;dan patung kolleksi presiden Sukarno dari Republik Indoensia edisi IV</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Kertas Art Papper</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : Panjang 38,5 cm dan Lebar 31 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Tahun : 1964</span></p>","[""lukisan"",""patung"",""sukarno""]",,"2024-04-23","FAB2D407-4CB1-43D5-A8C8-EDD3BAA116D7"
"published","Disertasi Masalah Gigi Berjejal","Mundiyah Mokhtar",,"AE5972D5-55B3-4435-9B1E-462C5F30D3B2","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-24T03:35:12.903Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-10T03:33:50.736Z","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Disertasi Masalah Gigi Berjejal : Suatu studi perbandingan morfologi gigi, ukuran gigi dna ukuran lengkung rahang pada suku batak dan suku melayu di Sumatera Utara&nbsp;</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Kertas</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : Panjang 28,5 cm dan Lebar 21,5 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Tahun : 1982</span></p>","[""disertasi"",""masalah gigi"",""suku batak"",""suku melayu""]","1982-10-19","2024-04-24","F9B8EB7A-F09A-474B-B546-1C36779E1864"
"published","Disertasi Patologi Carcinoma Nasopharynx Khusus Ditinjau Dari Segi Histogenesis","Tanwir Jazid Mukawi",,"FC0BCCB1-7993-4F80-8A78-483EE4D8B870","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-24T03:45:52.430Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-09T07:16:37.193Z","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-size: 11pt; line-height: 115%; font-family: 'times new roman', times, serif;"">Disertasi Patologi Carcinoma Nasopharynx Khusus Ditinjau Dari Segi Histogenesis Oleh Tanwir Jazid Mukawi </span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : Panjang 28,5 cm dan Lebar 21,5 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Tahun : 1974</span></p>","[""disertasi"",""carcinoma nasopharynx"",""histogenesi""]",,"2024-04-24","70753ACC-49DD-4797-9DD5-747ECC9D37B5"
"published","Gentara Padjadjaran: 50 Unpad Bagimu Begeri","Universitas Padjadjaran","Koleksi Sejarah","53EFC215-1D0C-4DF4-8904-4958C7443188","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-24T07:13:22.983Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-09T07:17:01.086Z","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-size: 11pt; line-height: 115%; font-family: 'times new roman', times, serif;"">Gentara Padjadjaran: 50 Unpad Bagimu Begeri, Edisi September 2007</span></p>
<p><span style=""font-size: 11pt; line-height: 115%; font-family: 'times new roman', times, serif;"">Bahan : kertas Art Papper</span></p>
<p><span style=""font-size: 11pt; line-height: 115%; font-family: 'times new roman', times, serif;"">Ukuran : Panjang 33 cm dan Lebar 21 cm</span></p>
<p><span style=""font-size: 11pt; line-height: 115%; font-family: 'times new roman', times, serif;"">Tahun 2007</span></p>","[""gentran"",""padjadjaran""]","2007-09-01","2024-04-24","6D228BD8-863E-49E9-A728-88998EFF061D"
"published","UUD 1945 P-4 GBHN TAP-TAP MPR 1993",,"Koleksi Sejarah","937B1042-03F0-42AE-BE39-4979FE9855DD","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-24T07:31:36.913Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-09T07:17:40.436Z","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">UUD 1945 P-4 GBHN</span><br><span style=""font-family: 'times new roman', times, serif;"">TAP-TAP MPR 1993</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Pidato Pertanggungjawaban Presiden/Mandataris</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan Pentaran dan Bahan Referensi Penataran</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Kertas</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">UKuran : Panjang 15 cm dan Lebar 11,5 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Tahun : 1993</span></p>
<p>&nbsp;</p>","[""MPR"",""GBHN"",""presiden"",""mandataris""]",,"2024-04-24","856311B9-157B-4EBC-BD60-B5C0437C6BE7"
"published","Sertifikat Tanda Partisipasi Panitia Dies Natalis XXIV ","Universitas Padjadjaran","Koleksi Sejarah","FAA022B3-E809-4E3E-9BFD-587F5324566F","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-11-12T07:14:08.836Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-11-12T07:14:44.736Z","Pusat Pengelolaan Pengetahuan UNPAD","Pusat Pengelolaan Pengetahuan UNPAD","<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">Sertifikat Tanda Partisipasi Panitia Dies Natalis XXIV&nbsp;</span></p>
<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">Panjang : 30 cm</span></p>
<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">Lebar : 23,2 cm</span></p>
<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">Bahan : Kertas&nbsp;</span></p>
<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">Tahun : 1981</span></p>
<p>&nbsp;</p>","[""sertifikat"",""dies natalis"",""unpad""]","1981-09-22","2024-11-12","6D28C21C-495D-4D04-889E-B31FFB0B17CE"
"published","Piala Juara 1 Best Practice Perpustakaan Perguruan Tinggi Tahun 2023","Perpustakaan Nasional RI",,"AF81A0A9-E8E5-4795-B7D1-594131B6F9E0","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-27T03:24:15.543Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-10-11T06:24:57.856Z","Pusat Pengelolaan Pengetahuan UNPAD","Pusat Pengelolaan Pengetahuan UNPAD","<p><span style=""font-family: 'times new roman', times, serif;"">Piala Juara 1 Best Practice Perpustakaan Perguruan Tinggi Tahun 2023</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Pusat Pengelolaan Pengetahuan Universitas Padjadjaran meraih penghargaan bergengsi sebagai Juara I Lomba&nbsp;<em>Best Practice&nbsp;</em>Perpustakaan Perguruan Tinggi Tahun 2023 dan Rujukan sebagai Pusat Peradaban yang Berbasis Teknologi Tepat Guna bagi Sivitas Akademika dan Masyarakat. Penghargaan ini diberikan dalam rangka Lomba&nbsp;<em>Best Practice&nbsp;</em>yang diselenggarakan oleh Pusat Pengembangan Perpustakaan Sekolah/Madrasah dan Perguruan Tinggi (P3SMPT) Perpustakaan Nasional Republik Indonesia.</span></p>
<p>&nbsp;</p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Logam, Kayu, Kaca/acrilic</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : Panjang 34,5 cm dan&nbsp;Lebar 15 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Tahun : 2023</span></p>
<p>&nbsp;</p>","[""piala"",""best practice"",""perpustakaan""]","2023-09-12","2024-09-27","45E129C4-DEF0-4C48-AB0F-9EADA81AD0CC"
"published","Piagam Penghargaan","Universitas Padjadjaran","Koleksi Sejarah","6D6D2FA1-3F45-4402-AA26-5998E2EEFB6B","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-23T03:16:15.486Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-10T03:35:27.530Z","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Piagam Penghargaan KKN Universitas Padjadjaran Dra. Kusdwiratri S. Staf Bidang Pendidikan</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Kertas</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : Panjang 30,3 cm dan&nbsp;Lebar 20,8 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Tahun : 1979</span></p>
<p>&nbsp;</p>","[""piagam"",""penghargaan""]","1979-05-16","2024-04-23","D0687ABB-8BA0-40C8-91DC-2DFB5FDE77D6"
"published","Bisnis Manajemen","Jurnal Bisnis Manajemen",,"783FC815-BBEA-4527-AF93-6093B07C0928","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-24T04:20:00.986Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-10T03:35:47.650Z","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Jurnal Bisnis Manajemen, Vol.1, No.1 - ISSN 1412-3681 dengan judul-judul :</span></p>
<ul>
<li style=""font-family: 'times new roman', times, serif;""><span style=""font-family: 'times new roman', times, serif;"">Kepemimpinan Informal Dalam Setting Bisnis Di Indoensia (<em>Fainal Afif</em>)</span></li>
<li style=""font-family: 'times new roman', times, serif;""><span style=""font-family: 'times new roman', times, serif;"">Trading Empowerment of Rural Small and Medium Scale Industries Through World Trade Point Federation (<em>Dwi Kartini</em>)</span></li>
<li style=""font-family: 'times new roman', times, serif;""><span style=""font-family: 'times new roman', times, serif;"">Price Discrimination In The Software Industry (<em>Nury Efendi</em>)</span></li>
<li style=""font-family: 'times new roman', times, serif;""><span style=""font-family: 'times new roman', times, serif;"">Keterkaitan Antara Kepuasaan Pelanggan dengan Kinerja Perusahaan (<em>Erni Tinrawati Sule</em>)</span></li>
<li style=""font-family: 'times new roman', times, serif;""><span style=""font-family: 'times new roman', times, serif;"">Peran Sistem Informasi Pemasaran pada Organisasi Bisnis (<em>Yuyun Suryana Sudarma</em>)</span></li>
<li style=""font-family: 'times new roman', times, serif;""><span style=""font-family: 'times new roman', times, serif;"">Oenerapan Kualitas Dengan Menggunakan Diagram Sebab Akibat, Diagram Pareto Dan QFD Di Perguruan Tinggi (<em>Ina Pelmiana</em>)</span></li>
<li style=""font-family: 'times new roman', times, serif;""><span style=""font-family: 'times new roman', times, serif;"">Strategi Pemasaran Jasa Dalam Meningkatkan Keunggulan Bersaing (<em>Sucherly</em>)&nbsp;</span></li>
</ul>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : kertas</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : Panjang 24 cm dan Lebar 18,5 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Tahun : 2002</span></p>","[""jurnal"",""bisnis manajemen""]","2002-03-01","2024-04-24","38B17D10-B80A-41EE-AF4F-2366E6A56BC7"
"published","Foto Lukisan-lukisan dan patung-patung koleksi Presiden Sukarno dari Republik Indonesia edisi II",,"Koleksi Seni","84A3DA1C-A47F-4CF6-87A4-63EFC69EF1AC","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-23T06:30:43.030Z","09B23E6C-1F49-4392-B0C4-090E2051FF57","2024-09-19T06:15:47.403Z","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Foto Lukisan-lukisan dan patung-patung koleksi Presiden Sukarno dari republik Indonesia edisi II</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Kertas Art Papper</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : Panjang 38,5 cm dan Lebar 31 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Tahun : 1964</span></p>
<p>&nbsp;</p>","[""lukisan"",""patung"",""sukarno""]",,"2024-04-23","28C94E1C-B259-4B90-91DF-DA47B460DD27"
"published","Direktori Alumni Ikatan Alumni Universitas Padjadjaran","IKA UNPAD",,"D616E2A3-980F-4A91-824D-6F032D8F54D9","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-24T03:23:12.340Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-10-04T04:08:42.150Z","Pusat Pengelolaan Pengetahuan UNPAD","Gedung Grha Kandaga Lt 1 R. Memorabilia","<p><span style=""font-size: 11pt; line-height: 115%; font-family: 'times new roman', times, serif;"">Direktori Alumni Ikatan Alumni Universitas Padjadjaran Edisi 1-2000</span></p>
<p><span style=""font-size: 11pt; line-height: 115%; font-family: 'times new roman', times, serif;"">Bahan : kertas</span></p>
<p><span style=""font-size: 11pt; line-height: 115%; font-family: 'times new roman', times, serif;"">Ukuran : Panjang 25 cm dan Lebar 18 cm</span></p>
<p><span style=""font-size: 11pt; line-height: 115%; font-family: 'times new roman', times, serif;"">Tahun : 2000</span></p>
<p>&nbsp;</p>","[""alumni"",""IKA UNPAD""]",,"2024-04-24","90D04878-2252-4270-BF7F-87AEC779CE0D"
"published","Disertasi Respons Crotalaria Juncea L. Terhadap Interaksi Waktu Tanam dan Lokasi","Ahmad Joenoes",,"11134DA9-2495-4125-A84D-7121F95930DA","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-24T03:16:38.786Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-10-11T06:40:24.976Z","Pusat Pengelolaan Pengetahuan UNPAD","Gedung Grha Kandaga Lt 1 R. Memorabilia","<p><span style=""font-family: 'times new roman', times, serif;"">Disertasi Respons Crotalaria Juncea L. Terhadap Interaksi Waktu Tanam dan Lokasi</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Kertas</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : Panjang 30,5 cm dan Lebar 21 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Tahun 1978</span></p>","[""disertasi""]","1978-08-01","2024-04-24","A24E7391-20FB-4FED-B65A-F0FB8FEAAEDA"
"published","Kependudukan: Jurnal Kependudukan Padjadjaran","Jurnal Kependudukan",,"60140CC4-226E-4021-8C60-7269C23CA3D2","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-24T06:56:22.323Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-10-04T04:08:58.116Z","Pusat Pengelolaan Pengetahuan UNPAD","Gedung Grha Kandaga Lt 1 R. Memorabilia","<p><span style=""font-family: 'times new roman', times, serif;"">Jurnal Kependudukan Padjadjaran, Vol.4, No.1 - ISSN 1411-5034, dengan judul- judul :</span></p>
<ul>
<li style=""font-family: 'times new roman', times, serif;""><span style=""font-family: 'times new roman', times, serif;"">Produktivitas dan Disparitas Penduduk Jawa Barat di Akhir Millenium ke-2 (<em>R. Maman Sukherman</em>)</span></li>
<li style=""font-family: 'times new roman', times, serif;""><span style=""font-family: 'times new roman', times, serif;"">Tenaga Kerja Wanita di Indonesia dalam Perkembangan 1986-1999 (<em>Fitri Hastuti</em>)</span></li>
<li style=""font-family: 'times new roman', times, serif;""><span style=""font-family: 'times new roman', times, serif;"">Pembangunan Sumber Daya Manusia (<em>Soni A. Nulhaqim &amp; Susi Hendriani</em>)</span></li>
<li style=""font-family: 'times new roman', times, serif;""><span style=""font-family: 'times new roman', times, serif;"">Angkatan Kerja dan Pengangguran di Pedesaan : Analisis Hasil Sakernas 2001 (<em>Nugraha Setaiawan</em>)</span></li>
<li style=""font-family: 'times new roman', times, serif;""><span style=""font-family: 'times new roman', times, serif;"">Jaminan Kesehatan dan Keselamatan Kerja Kaitannya dengan Tingkat Kepuasan (<em>Hetty Krisnani</em>)</span></li>
<li style=""font-family: 'times new roman', times, serif;""><span style=""font-family: 'times new roman', times, serif;"">Dimensi Kependudukan dalam Pembangunan Berkelanjutan (<em>Prijono Tjiptoherijanto</em>)</span></li>
</ul>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : kertas</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : Panjang 25 cm dan Lebar 17,5 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Tahun : 2002</span></p>
<p>&nbsp;</p>","[""jurnal"",""kependudukan""]","2002-01-01","2024-04-24","8772D276-82FD-4F71-9787-41418462E19A"
"published","Tabung Sertifikat Piagam Penghargaan Juara 1 Best Practice Perpustakaan Perguruan Tinggi Tahun 2023","Perpustakaan Nasional RI",,"2643AA5A-6172-4B87-9D36-72A14589EFEE","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-27T08:21:00.916Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-10-11T06:26:11.516Z","Pusat Pengelolaan Pengetahuan UNPAD","Gedung Grha Kandaga Lt 1 R. Memorabilia","<p><span style=""font-family: 'times new roman', times, serif;"">Tabung Sertifikat Piagam Penghargaan Juara 1 Best Practice Perpustakaan Perguruan Tinggi Tahun 2023</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">sebagai Juara I Lomba <em>Best Practice&nbsp;</em>Perpustakaan Perguruan Tinggi Tahun 2023 selain mendapatkan piala juga mendapatkan sertifikat piagam penghargaan</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Pipa Paralon dilapisi Kain Beludru</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : Panjang 33 cm dan&nbsp;Lebar Lingkaran 6 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Tahun : 2023</span></p>
<p>&nbsp;</p>","[""piagam"",""sertifikat"",""perpustakaan"",""best practice""]","2023-09-12","2024-09-27","5AD03654-CA2C-4F39-9BB3-67DAA4ACA66C"
"published","Plakat Panitia Dies Natalis XXXIV Universitas Padjadjaran","Universitas Padjadjaran","Koleksi Seni","21E8472F-3509-446E-BF71-72E75A737279","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-11-12T03:18:38.580Z",,,"Pusat Pengelolaan Pengetahuan UNPAD","Pusat Pengelolaan Pengetahuan UNPAD","<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">Panjang : 18,5 cm</span></p>
<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">Lebar : 14 cm</span></p>
<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">Bahan : ayu&nbsp;</span></p>
<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">Tahun : 1991</span></p>
<p>&nbsp;</p>","[""plakat"",""dies natalis"",""unpad""]","1991-09-23","2024-11-12","AB7D89E7-AE8B-4CAA-9F65-3E5B25B5D47F"
"published","Buku Teater Pengetahuan Panduan Produksi Koleksi ",,"Buku","B3D0900F-AC79-41A0-83C7-7D8CB10F9038","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-11-12T02:42:04.436Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-11-12T02:49:28.790Z","Pusat Pengelolaan Pengetahuan UNPAD","Pusat Pengelolaan Pengetahuan UNPAD","<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">Buku Teater Pengetahuan Panduan Produksi Koleksi&nbsp;</span></p>
<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">Panjang : 20 cm</span></p>
<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">Lebar : 15 cm</span></p>
<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">Bahan : Kertas&nbsp;</span></p>
<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">Tahun 2023</span></p>
<p>&nbsp;</p>","[""buku"",""teater pengetahuan"",""panduan""]","2023-09-20","2024-11-12","C481C095-55BA-405D-B89A-DB697A9942F0"
"published","Box Juara 1 Best Practice Perpustakaan Perguruan Tinggi Tahun 2023","Perpustakaan Nasional RI",,"42CA10B8-6A50-4C78-96BC-80779AD908F1","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-27T03:35:43.866Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-10-11T06:40:02.486Z","Pusat Pengelolaan Pengetahuan UNPAD","Gedung Grha Kandaga Lt 1 R. Memorabilia","<p><span style=""font-family: 'times new roman', times, serif;"">Box Piala Juara 1 Best Practice Perpustakaan Perguruan Tinggi Tahun 2023</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Papan dilapisi Kain Beludru</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : Panjang 32 cm,&nbsp;Lebar&nbsp; 21 cm dan Tinggi 12 cm</span></p>
<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">Tahun : 2023</span></p>
<p>&nbsp;</p>","[""box piala"",""best practice"",""perpustakaan""]","2023-09-12","2024-09-27","C3775031-AC09-45B7-BF41-58D572A1461A"
"draft","Bendera (Vandel) ","Universitas Padjadjaran",,"8C0664A6-A0B9-415E-B3F5-8354A4CD3294","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-23T06:26:03.640Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-10-04T04:12:14.590Z","Pusat Pengelolaan Pengetahuan UNPAD","Gedung Grha Kandaga Lt 1 R. Memorabilia","<p>Bendera Kuning (Vandel) Universitas Padjadjaran</p>","[""bendera"",""vandel""]",,"2024-04-23","08085BD4-96CF-4AE2-99D9-CE3C77362F78"
"published","ID Card Magang","UPT Perpustakaan UNPAD",,"AC3FDE9B-E802-4224-B92A-926910F1B770","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-27T08:23:57.633Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-10-04T04:12:21.933Z","Pusat Pengelolaan Pengetahuan UNPAD","Gedung Grha Kandaga Lt 1 R. Memorabilia","<p><span style=""font-family: 'times new roman', times, serif;"">ID Card Magang</span></p>
<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">bahan : Kertas (laminating)&nbsp;</span></p>
<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">Ukuran : Panjang 12,3 cm dan&nbsp;Lebar 8 cm</span></p>
<p dir=""ltr""><span style=""font-family: 'times new roman', times, serif;"">Tahun : 2015</span></p>
<p><span style=""font-family: 'times new roman', times, serif;""><strong>&nbsp;</strong></span></p>
<p dir=""ltr"">&nbsp;</p>
<p>&nbsp;</p>","[""perpustakaan"",""id card""]",,"2024-09-27","B65AF3BB-09F6-40D4-95F7-77FFB6EBAFF6"
"published","Petunjuk Penggunaan Perpustakaan Pusat Graha Soeria Atmadja","Wina Erwina, M.A., Ph.D.",,"5BBA20F5-4918-488D-A298-93E3CACB0C0F","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-04-24T07:33:07.310Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-10-04T04:12:26.980Z","Pusat Pengelolaan Pengetahuan UNPAD","Gedung Grha Kandaga Lt 1 R. Memorabilia","<p>Petunjuk Penggunaan Perpustakaan Pusat Graha Soeria Atmadja</p>
<p>Bahan : Kertas</p>
<p>Ukuran : Panjang 20 cm dan Lebar 24,5 cm</p>
<p>Tahun : 1984</p>","[""petunjuk"",""penggunaan"",""perpustakaan""]",,"2024-04-24","9637D247-5626-423B-A96B-43A74C8B5920"
