"id","status","date_created","user_updated","date_updated","judul","tipe_koleksi","pembuat_koleksi","lembaga_penanggungjawab","lokasi_koleksi","keterangan_koleksi","keywords","tanggal_dibuat","tanggal_publikasi","user_created.first_name","user_created.last_name","thumbnail.id","thumbnail.filename_disk"
"6C3BA378-B6A7-4CC9-96F4-4CF551D86400","published","2024-04-26T07:43:41.446Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-23T07:57:43.606Z","Meningkatkan Kualitas Kesehatan Masyarakat: Transformasi Indonesia Menuju 2045","infografis","Naafa Naafiatul Insi S.S.I & Lia Fitri Auliah S.S.I","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Infografis Buku dengan Judul Meningkatkan Kualitas Kesehatan Masyarakat: Transformasi Indonesia Menuju 2045</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : A3 29.7 cm x 42 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Lokasi Pajang : Lobby Kiri Gedung Grha Kandaga Lantai 1</span></p>","[""infografis"",""buku"",""kesehatan""]","2022-12-26","2024-04-26","Naafa","Naafiatul Insi","E05C232C-DDC8-4253-8E5B-C639EA735F85","E05C232C-DDC8-4253-8E5B-C639EA735F85.jpg"
"D0FCEE87-E2F7-4451-B208-EDFF66562CE2","published","2024-04-26T07:41:31.970Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-10-04T03:27:57.913Z","Kolotok","Artefak",,"Pusat pengelolaan Pengetahuan UNPAD","Gedung Grha Kandaga Lt 3 R. Diorama","<p><span style=""font-family: 'times new roman', times, serif;"">Kolotok adalah artefak/alat tradisional sunda Alat bunyi atau kerincing kerbau yang terbuat dari kayu dan biasa digantungkan di leher kerbau untuk menandai keberadaan ternak</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Kayu</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : 13 cm x 27 cm (1)</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 2D</span></p>
<p>&nbsp;</p>
<p><em><span style=""font-family: 'times new roman', times, serif;"">Rattling sound or buffalo rattles made of wood and usually hung around the buffalo's neck to mark the presence of cattle.</span></em></p>
<p><em><span style=""font-family: 'times new roman', times, serif;"">Material: Wood</span></em></p>
<p><em><span style=""font-family: 'times new roman', times, serif;"">Size: 13 cm x 27 cm&nbsp;</span></em></p>
<p><em><span style=""font-family: 'times new roman', times, serif;"">Dimensions : 3D</span></em></p>","[""sistem peralatan"",""teknologi"",""tradisional"",""sunda""]",,"2024-04-26","Naafa","Naafiatul Insi","F27582D3-8071-41B6-9076-BDA962F72F61","F27582D3-8071-41B6-9076-BDA962F72F61.png"
"91778E65-41C9-40E8-A6BA-6EBFBCF57D59","published","2024-04-26T07:39:53.150Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-23T07:59:53.866Z","Perpustakaan Umum Dalam Penguatan Literasi Informasi Masyarakat","infografis","Naafa Naafiatul Insi S.S.I & Lia Fitri Auliah S.S.I","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Infografis Buku dengan Judul Perpustakaan Umum Dalam Penguatan Literasi Informasi Masyarakat</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : A3 29.7 cm x 42 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 3D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Lokasi Pajang : Lobby Kiri</span></p>","[""infografis"",""buku"",""perpustakaan"",""literasi"",""informasi""]","2022-12-22","2024-04-26","Naafa","Naafiatul Insi","958385F0-6102-402E-8798-BED478EAB0FD","958385F0-6102-402E-8798-BED478EAB0FD.jpg"
"3B68C422-1E04-432D-A584-D87FA7ABB60A","published","2024-04-26T07:37:53.790Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-24T02:09:32.610Z","Catcall di Media Instagram: Seri Kajian Komunikasi dan Informasi","infografis","Naafa Naafiatul Insi S.S.I & Lia Fitri Auliah S.S.I","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Infografis Buku dengan Judul Catcall di Media Instagram: Seri Kajian Komunikasi dan Informasi</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : A3 29.7 cm x 42 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Lokasi Pajang : Lobby Kiri Gedung Grha Kandaga Lantai 1</span></p>","[""infografis"",""buku"",""komunikasi"",""informasi""]","2022-12-22","2024-04-26","Naafa","Naafiatul Insi","BBB819B0-412A-4C4A-89FE-FA7CE2C399AC","BBB819B0-412A-4C4A-89FE-FA7CE2C399AC.jpg"
"7911FB1F-06C7-43F5-94B0-897E291FC9B3","published","2024-04-26T07:35:19.230Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-24T02:01:30.220Z","Peribahasa Jepang: Makna dan Penggunaan","infografis","Naafa Naafiatul Insi S.S.I & Lia Fitri Auliah S.S.I","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Infografis Buku dengan Judul Peribahasa Jepang: Makna dan Penggunaan</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : A3 29.7 cm x 42 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Lokasi Pajang : Lobby Kiri Gedung Grha Kandaga Lantai 1</span></p>","[""infografis"",""buku"",""bahasa""]","2022-12-22","2024-04-26","Naafa","Naafiatul Insi","FBC7CC7D-2296-436C-95B1-E174663DD7D6","FBC7CC7D-2296-436C-95B1-E174663DD7D6.jpg"
"6A385E06-DC2F-46E9-8E8E-1670D64B70DC","published","2024-04-26T07:33:10.866Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-23T07:54:55.386Z","Morfologi Bahasa Jepang","infografis","Naafa Naafiatul Insi S.S.I & Lia Fitri Auliah S.S.I","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Infografis Buky dengan Judul Morfologi Bahasa Jepang</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : A3 29.7 cm x 42 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Lokasi Pajang : Lobby Kiri Gedung Grha Kandaga Lantai 1</span></p>","[""infografis"",""buku"",""bahasa"",""morfologi""]","2022-12-21","2024-04-26","Naafa","Naafiatul Insi","23A8815A-5AB7-4435-8559-248984C66698","23A8815A-5AB7-4435-8559-248984C66698.jpg"
"8B7DB7DC-46CF-4EB0-BC05-0040F505F75A","published","2024-04-26T07:29:41.923Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-23T07:32:09.840Z","Pelangi: Teras Bahasa Indonesia","infografis","Naafa Naafiatul Insi S.S.I & Lia Fitri Auliah S.S.I","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Infografis Buku dengan Judul Pelangi: Teras Bahasa Indonesia</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : A3 29.7 cm x 42 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Lokasi Pajang : Lobby Kiri Gedung Grha Kandaga Lantai 1</span></p>
<p>&nbsp;</p>","[""infografis"",""buku"",""bahasa""]","2022-12-19","2024-04-26","Naafa","Naafiatul Insi","410741F5-492D-4B0B-B9D8-BFC2E74049B8","410741F5-492D-4B0B-B9D8-BFC2E74049B8.jpg"
"9E8E2296-8143-4BA2-8666-D6D162A653A7","published","2024-04-26T07:28:11.286Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-24T02:09:17.490Z","Kegawatan Lingkungan pada Anak","infografis","Naafa Naafiatul Insi S.S.I & Lia Fitri Auliah S.S.I","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Infografis Buku dengan Judul Kegawatan Lingkungan pada Anak</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : A3 29.7 cm x 42 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Lokasi Pajang : Lobby Kiri Gedung Grha Kandaga Lantai 1</span></p>
<p>&nbsp;</p>","[""infografis"",""buku"",""lingkungan"",""anak""]","2022-12-19","2024-04-26","Naafa","Naafiatul Insi","87E0392B-D0C7-48D2-82FE-27CB2F5210C5","87E0392B-D0C7-48D2-82FE-27CB2F5210C5.jpg"
"667F518C-4489-4AD6-8604-3736CDF24AED","published","2024-04-26T07:25:11.756Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-23T07:57:09.060Z","Kesempatan Kerja Sebagai Sebuah Konsep","infografis","Pusat Pengelolaan Pengetahuan UNPAD","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Infografis Buku dengan Judul Kesempatan Kerja Sebagai Sebuah Konsep</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : A3 29.7 cm x 42 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Lokasi Pajang : Lobby Kiri Gedung Grha Kandaga Lt 1</span></p>","[""infografis"",""buku"",""kerja""]","2022-12-19","2024-04-26","Naafa","Naafiatul Insi","60253BD4-9920-4D22-8D89-4F2E7233BA41","60253BD4-9920-4D22-8D89-4F2E7233BA41.jpg"
"05B48EC6-4AB7-41B0-AC57-244941550807","published","2024-04-26T07:23:42.853Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-23T07:55:51.973Z","Shalat: Amalan yang Pertama Kali Dihisab pada Hari Kiamat","infografis","Naafa Naafiatul Insi S.S.I & Lia Fitri Auliah","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Infografis Buku dengan Judul Shalat: Amalan yang Pertama Kali Dihisab pada Hari Kiamat</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : A3 29.7 cm x 42 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Lokasi Pajang : Lobby Kiri Gedung Grha Kandaga Lantai 1</span></p>","[""infografis"",""buku"",""shalat""]","2022-12-19","2024-04-26","Naafa","Naafiatul Insi","B375DD51-3856-4339-86BC-1B840838CC90","B375DD51-3856-4339-86BC-1B840838CC90.jpg"
"832CB05B-EDA9-4AF0-AAB4-70371A6F9B46","published","2024-04-26T07:20:03.703Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-23T08:00:09.866Z","Pengantar Studi: Sosiolinguistik Arab","infografis","Naafa Naafiatul Insi S.S.I & Lia Fitri Auliah S.S.I","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Infografis Buku dengan Judul Pengantar Studi: Sosiolinguistik Arab</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : A3 29.7 cm x 42 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Lokasi Pajang : Lobby Kiri Gedung Grha Kandaha Lantai 1</span></p>","[""infografis"",""buku"",""sosiolinguistik""]","2022-12-19","2024-04-26","Naafa","Naafiatul Insi","30A9B877-0D2D-4BAD-9FBD-915FBD7488F6","30A9B877-0D2D-4BAD-9FBD-915FBD7488F6.jpg"
"C749D189-A1E8-4BCC-B75D-BF976DD9F393","published","2024-04-26T06:36:57.846Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-10-04T03:27:35.100Z","Pasangan","Artefak",,"Pusat Pengelolaan Pengetahuan UNPAD","Gedung Grha Kandaga Lt 3 R. Diorama","<p><span style=""font-family: 'times new roman', times, serif;"">Pasangan <span lang=""IN"">adalah artefak/alat tradisional sunda bagian dari perkakas untuk membajak sawah. baik proses ngagaru atau nyingkal, dengan fungsi untuk menyatukan dua ekor kerbau sebagai penarik untuk membajak sawah</span></span></p>
<p><span lang=""IN"" style=""font-family: 'times new roman', times, serif;"">Bahan : Kayu</span></p>
<p><span lang=""IN"" style=""font-family: 'times new roman', times, serif;"">Ukuran : 148,5 cm x 8 cm</span></p>
<p><span lang=""IN"" style=""font-family: 'times new roman', times, serif;"">Dimensi : 3D</span></p>
<p>&nbsp;</p>
<p><em><span lang=""IN"" style=""font-family: 'times new roman', times, serif;""><span data-sheets-formula-bar-text-style=""font-size:15px;color:#000000;font-weight:normal;text-decoration:none;font-family:'docs-Calibri';font-style:normal;text-decoration-skip-ink:none;"">Part of a plowing field tool, it is either the n</span><span data-sheets-formula-bar-text-style=""font-size:15px;color:#000000;font-weight:normal;text-decoration:none;font-family:''docs-Calibri'';font-style:italic;text-decoration-skip-ink:none;"">gagaru</span><span data-sheets-formula-bar-text-style=""font-size:15px;color:#000000;font-weight:normal;text-decoration:none;font-family:'docs-Calibri';font-style:normal;text-decoration-skip-ink:none;""> or </span><span data-sheets-formula-bar-text-style=""font-size:15px;color:#000000;font-weight:normal;text-decoration:none;font-family:''docs-Calibri'';font-style:italic;text-decoration-skip-ink:none;"">nyingkal</span><span data-sheets-formula-bar-text-style=""font-size:15px;color:#000000;font-weight:normal;text-decoration:none;font-family:'docs-Calibri';font-style:normal;text-decoration-skip-ink:none;""> process. Which serves to unite two buffaloes as a puller to plow the rice fields.</span></span></em></p>
<p><em><span style=""font-family: 'times new roman', times, serif;"">Material: Wood</span></em></p>
<p><em><span style=""font-family: 'times new roman', times, serif;"">Size: 148.5 cm x 8 cm</span></em></p>
<p><em><span style=""font-family: 'times new roman', times, serif;"">Dimensions : 3D</span></em></p>","[""sistem peralatan"",""teknologi"",""tradisional"",""sunda""]",,"2024-04-26","Naafa","Naafiatul Insi","DF91E34A-3664-4102-93C2-9FA8968B7ACE","DF91E34A-3664-4102-93C2-9FA8968B7ACE.png"
"607EE377-19FA-477C-9136-8E8129E15153","published","2024-04-26T03:12:57.886Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-24T02:01:44.410Z","Kesetaraan Gender dan Pertumbuhan Ekonomi","infografis","Naafa Naafiatul Insi S.S.I","Pusat Pengelolaan Pengetahua UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Infografis Buku dengan Judul Kesetaraan Gender dan Pertumbuhan Ekonomi</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : A3 29.7 cm x 42 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Lokasi Pajang : Lobby Kiri Gedung Grha Kandaga Lantai 1</span></p>","[""infografis"",""buku"",""gender"",""eknomi""]","2022-12-16","2024-04-26","Naafa","Naafiatul Insi","53A4270E-95C1-4112-828D-B332BC9C1DC5","53A4270E-95C1-4112-828D-B332BC9C1DC5.jpg"
"BA72DA01-4DD8-4799-87B2-22B18B2ACEF5","published","2024-04-26T03:09:44.386Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-23T07:55:39.780Z","Kebijakan Perubahan Kawasan Hutan: Dalam Pengelolaan Berkelanjutan","infografis","Naafa Naafiatul Insi S.S.I & Lia Fitri Auliah S.S.I","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Infografis Buku dengan Judul Kebijakan Perubahan Kawasan Hutan: Dalam Pengelolaan Berkelanjutan</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : A3 29.7 cm x 42 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Lokasi Pajang : Lobby Kiri Gedung Grha Kandaga Lantai 1</span></p>","[""infografis"",""buku"",""kebijakan"",""hutan""]","2022-12-15","2024-04-26","Naafa","Naafiatul Insi","A3A13BEF-C722-4115-94F4-125314A7EB9C","A3A13BEF-C722-4115-94F4-125314A7EB9C.jpg"
"BEFC1B8E-7AE9-4D6D-9805-40F8950B9CDF","published","2024-04-26T02:03:02.063Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-23T07:57:20.036Z","Pelayanan Sosial Anak Terlantar","infografis","Naafa Naafiatul Insi S.S.I & Lia Fitri Auliah S.S.I","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Infografis Buku dengan Judul Pelayanan Sosial Anak Terlantar</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : A3 29.7 cm x 42 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Lokasi Pajang : Lobby Kiri Gedung Grha Kandaga Lantai 1</span></p>","[""infografis"",""buku"",""layanan sosial"",""anak""]","2022-12-14","2024-04-26","Naafa","Naafiatul Insi","476FF653-FB62-4FE4-8E6D-10BCA6096AD5","476FF653-FB62-4FE4-8E6D-10BCA6096AD5.jpg"
"9A09D525-F223-437D-89F7-A09375F5CFFB","published","2024-04-26T02:01:09.753Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-24T02:04:39.333Z","The Power of Psychology in Management: Esensi Kepemimpinan kunci utama Keberhasilan Manajemen","infografis","Naafa Naafiatul Insi S.S.I & Lia Fitri Auliah S.S.I","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Infografis Buku dengan Judul The Power of Psychology in Management: Esensi Kepemimpinan kunci utama Keberhasilan Manajemen</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : A3 29.7 cm x 42 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Lokasi Pajang : Lobby Kiri Gedung Grha Kandaga Lantai 1</span></p>","[""infografis"",""buku"",""psychology"",""kepemimpinan"",""manajemen""]","2022-12-13","2024-04-26","Naafa","Naafiatul Insi","C3CC8C9B-F6D7-4B4B-AC1C-BCC6A940FE59","C3CC8C9B-F6D7-4B4B-AC1C-BCC6A940FE59.jpg"
"1F57EBA7-BAAA-4DA0-890B-B91CAB2FE674","published","2024-04-26T01:57:55.920Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-24T02:06:47.083Z","Edisi 3 Neurology in Daily Practice: Neurologi dalam Praktek Sehari-hari","infografis","Naafa Naafiatul Insi S.S.I & Lia Fitri Auliah S.S.I","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Infografis Buku dengan Judul Edisi 3 Neurology in Daily Practice: Neurologi dalam Praktek Sehari-hari</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : A3 29.7 cm x 42 cm</span></p>
<p><span style=""font-family: times new roman, times, serif;"">Dimensi : 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Lokasi Pajang : Lobby Kiri Gedung Grha Kandaga Lantai 1</span></p>","[""infografis"",""buku"",""neurology""]","2022-12-12","2024-04-26","Naafa","Naafiatul Insi","8F916074-EBA1-4031-AE5E-9D82104AB41D","8F916074-EBA1-4031-AE5E-9D82104AB41D.jpg"
"023A7BB1-2A79-4801-BD25-06B459E99744","published","2024-04-26T01:55:51.966Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-23T07:53:24.380Z","Membangun Manusia dan Kemanusiaan: Transformasi Indonesia Menuju 2045","infografis","Naafa Naafiatul Insi S.S.I & Lia Fitri Auliah","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Infografis Buku dengan Judul Membangun Manusia dan Kemanusiaan: Transformasi Indonesia Menuju 2045</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : A3 29.7 cm x 42 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Lokasi Pajang : Lobby Kiri Gedung Grha Kandaga Lantai 1</span></p>
<p>&nbsp;</p>","[""infografis"",""buku"",""manusia"",""indonesia""]","2022-12-12","2024-04-26","Naafa","Naafiatul Insi","DB386675-6117-41B9-8C53-EBA81F551A90","DB386675-6117-41B9-8C53-EBA81F551A90.jpg"
"DC563763-DA4A-4E4A-8138-A5FF1C2D7185","published","2024-04-26T01:54:01.853Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-24T02:05:39.716Z","Memahami Komunikasi Antarbudaya","infografis","Naafa Naafiatul Insi S.S.I & Lia Fitri Auliah","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Infografis Buku dengan Judul Memahami Komunikasi Antarbudaya</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : A3 29.7 cm x 42 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Lokasi Pajang : Lobby Kiri Gedung Grha Kandaga Lantai 1</span></p>","[""infografis"",""buku"",""komunikasi"",""budaya""]","2022-12-12","2024-04-26","Naafa","Naafiatul Insi","FDC17DA3-633E-4900-960C-FD0041457608","FDC17DA3-633E-4900-960C-FD0041457608.jpg"
"26FFA6B1-1D16-4AB8-8FD2-A9C9781C7A8D","published","2024-04-26T01:50:58.766Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-24T02:06:07.603Z","Komunikasi dalam Konstruksi Identitas Gender","infografis","Naafa Naafiatul Insi S.S.I & Lia Fitri Auliah","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Infografis Buku dengan Judul Komunikasi dalam Konstruksi Identitas Gender</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : A3 29.7 cm x 42 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimesi : 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Lokasi Pajang : Lobby Kiri&nbsp;Gedung Grha Kandaga Lantai 1</span></p>
<p>&nbsp;</p>","[""infografis"",""vuku"",""komunikasi"",""gender""]","2022-12-09","2024-04-26","Naafa","Naafiatul Insi","F7146A65-3A84-4F84-8F1B-AFE5EAC44946","F7146A65-3A84-4F84-8F1B-AFE5EAC44946.jpg"
"ED9B98C2-EF14-4643-97C2-309AE2363CD3","published","2024-04-26T01:49:15.376Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-23T07:56:09.516Z","Misteri Berita China Klenteng Sam Po Kong dan Berita China Klenteng Talang Versi kolonial","infografis","Naafa Naafiatul Insi S.S.I & Lia Fitri Auliah","Pusat Pengelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Infografis Buku dengan Judul Misteri Berita China Klenteng Sam Po Kong dan Berita China Klenteng Talang Versi kolonial</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : A3 29.7 cm x 42 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Lokasi Pajang : Lobby Kiri Gedung Grha Kandaga Lantai 1</span></p>
<p>&nbsp;</p>","[""infografis"",""buku"",""kelenteng talang"",""kolonial""]","2022-12-08","2024-04-26","Naafa","Naafiatul Insi","400A6E8C-53C5-499D-A683-93B1ED77B8BD","400A6E8C-53C5-499D-A683-93B1ED77B8BD.jpg"
"D88553F2-5E62-479F-B95C-839C21E7F037","published","2024-04-26T01:46:50.190Z","EE52F8FE-5D3A-48AD-8C79-6F6C4CC8FDF0","2024-09-23T08:05:20.946Z","Pediatrik Oftalmologi: Dalam Praktik Sehari-hari","infografis","Naafa Naafiatul Insi S.S.I & Lia Fitri Auliah S.S.I","Pusat Pegelolaan Pengetahuan UNPAD",,"<p><span style=""font-family: 'times new roman', times, serif;"">Infografis Buku dengan Judul Pediatrik Oftalmologi: Dalam Praktik Sehari-hari</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Bahan : Art Paper 260g</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Ukuran : A3 29.7 cm x 42 cm</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Dimensi : 2D</span></p>
<p><span style=""font-family: 'times new roman', times, serif;"">Lokasi Pajang : Lobby Kiri Gedung Grha Kandaga Lantai 1</span></p>","[""infografis"",""buku"",""Pediatrik Oftalmologi""]","2022-12-12","2024-04-26","Naafa","Naafiatul Insi","7BA31E1A-48A4-4F56-A083-3A209EED3E21","7BA31E1A-48A4-4F56-A083-3A209EED3E21.jpg"
